---------------------------------------
Begin Slurm Prolog: Apr-26-2026 16:24:01
Job ID:    5064229
User ID:   pzolotarev3
Account:   coc
Job name:  nanochat-stage2b
Partition: ice-gpu
QOS:       coc-ice
---------------------------------------
=== Stage 2b: Pretraining (chunk 2 / auto-resume) ===
Base dir: /home/hice1/pzolotarev3/scratch/nanochat
Started: Sun Apr 26 16:24:02 EDT 2026
Resuming from step 2400

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H200 | Peak FLOPS (BF16): 9.89e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 90 (bf16 supported))
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 24,
  "n_head": 12,
  "n_kv_head": 12,
  "n_embd": 1536,
  "window_pattern": "SSSL",
  "use_xsa": false,
  "xsa_alpha": 1.0,
  "xsa_layer_indices": null
}
Resuming optimization from step 2400
Parameter counts:
wte                     : 50,331,648
value_embeds            : 603,979,776
lm_head                 : 50,331,648
transformer_matrices    : 679,478,976
scalars                 : 74
total                   : 1,384,122,122
Estimated FLOPs per token: 4.775225e+09
Auto-computed optimal batch size: 1,048,576 tokens
Scaling LRs by 1.4142 for batch size 1,048,576 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.059738 for depth 24
Scaling the LR for the AdamW parameters ∝1/√(1536/768) = 0.707107
Calculated number of iterations from target data:param ratio: 5,568
Total number of training tokens: 5,838,471,168
Tokens : Scaling params ratio: 8.00
Total training FLOPs estimate: 2.788002e+19
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 65,536
Total batch size 1,048,576 => gradient accumulation steps: 16
step 02400/05568 (43.10%) | loss: 2.558742 | lrm: 0.88 | dt: 96388.49ms | tok/sec: 10,878 | bf16_mfu: 2.63 | epoch: 1 pq: 56 rg: 2 | total time: 204.21m | eta: 270.7m
step 02424/05568 (43.53%) | loss: 2.604169 | lrm: 0.88 | dt: 5261.77ms | tok/sec: 199,281 | bf16_mfu: 48.11 | epoch: 1 pq: 56 rg: 52 | total time: 206.29m | eta: 268.7m
step 02425/05568 (43.55%) | loss: 2.607038 | lrm: 0.88 | dt: 5246.02ms | tok/sec: 199,880 | bf16_mfu: 48.25 | epoch: 1 pq: 56 rg: 54 | total time: 206.38m | eta: 268.6m
step 02426/05568 (43.57%) | loss: 2.619960 | lrm: 0.87 | dt: 5235.15ms | tok/sec: 200,295 | bf16_mfu: 48.35 | epoch: 1 pq: 56 rg: 56 | total time: 206.46m | eta: 268.5m
step 02427/05568 (43.59%) | loss: 2.618537 | lrm: 0.87 | dt: 5352.02ms | tok/sec: 195,921 | bf16_mfu: 47.30 | epoch: 1 pq: 56 rg: 60 | total time: 206.55m | eta: 268.4m
step 02428/05568 (43.61%) | loss: 2.619044 | lrm: 0.87 | dt: 5164.03ms | tok/sec: 203,053 | bf16_mfu: 49.02 | epoch: 1 pq: 56 rg: 62 | total time: 206.64m | eta: 268.3m
step 02429/05568 (43.62%) | loss: 2.608191 | lrm: 0.87 | dt: 5152.98ms | tok/sec: 203,489 | bf16_mfu: 49.13 | epoch: 1 pq: 56 rg: 64 | total time: 206.73m | eta: 268.3m
step 02430/05568 (43.64%) | loss: 2.619581 | lrm: 0.87 | dt: 5208.31ms | tok/sec: 201,327 | bf16_mfu: 48.60 | epoch: 1 pq: 56 rg: 66 | total time: 206.81m | eta: 268.2m
step 02431/05568 (43.66%) | loss: 2.620943 | lrm: 0.87 | dt: 5158.83ms | tok/sec: 203,258 | bf16_mfu: 49.07 | epoch: 1 pq: 56 rg: 68 | total time: 206.90m | eta: 268.1m
step 02432/05568 (43.68%) | loss: 2.619065 | lrm: 0.87 | dt: 5218.28ms | tok/sec: 200,942 | bf16_mfu: 48.51 | epoch: 1 pq: 56 rg: 70 | total time: 206.99m | eta: 268.0m
step 02433/05568 (43.70%) | loss: 2.629322 | lrm: 0.87 | dt: 5191.16ms | tok/sec: 201,992 | bf16_mfu: 48.76 | epoch: 1 pq: 56 rg: 72 | total time: 207.07m | eta: 267.9m
step 02434/05568 (43.71%) | loss: 2.625263 | lrm: 0.87 | dt: 5169.00ms | tok/sec: 202,858 | bf16_mfu: 48.97 | epoch: 1 pq: 56 rg: 72 | total time: 207.16m | eta: 267.8m
step 02435/05568 (43.73%) | loss: 2.629837 | lrm: 0.87 | dt: 5121.90ms | tok/sec: 204,724 | bf16_mfu: 49.42 | epoch: 1 pq: 56 rg: 74 | total time: 207.24m | eta: 267.7m
step 02436/05568 (43.75%) | loss: 2.628355 | lrm: 0.87 | dt: 5152.84ms | tok/sec: 203,494 | bf16_mfu: 49.13 | epoch: 1 pq: 56 rg: 76 | total time: 207.33m | eta: 267.7m
step 02437/05568 (43.77%) | loss: 2.637112 | lrm: 0.87 | dt: 5115.05ms | tok/sec: 204,998 | bf16_mfu: 49.49 | epoch: 1 pq: 56 rg: 78 | total time: 207.41m | eta: 267.6m
step 02438/05568 (43.79%) | loss: 2.635469 | lrm: 0.87 | dt: 5126.34ms | tok/sec: 204,546 | bf16_mfu: 49.38 | epoch: 1 pq: 56 rg: 80 | total time: 207.50m | eta: 267.5m
step 02439/05568 (43.80%) | loss: 2.636074 | lrm: 0.87 | dt: 5109.60ms | tok/sec: 205,216 | bf16_mfu: 49.54 | epoch: 1 pq: 56 rg: 82 | total time: 207.59m | eta: 267.4m
step 02440/05568 (43.82%) | loss: 2.635187 | lrm: 0.87 | dt: 5114.76ms | tok/sec: 205,009 | bf16_mfu: 49.49 | epoch: 1 pq: 57 rg: 0 | total time: 207.67m | eta: 267.3m
step 02441/05568 (43.84%) | loss: 2.645243 | lrm: 0.87 | dt: 5130.38ms | tok/sec: 204,385 | bf16_mfu: 49.34 | epoch: 1 pq: 57 rg: 2 | total time: 207.76m | eta: 267.2m
step 02442/05568 (43.86%) | loss: 2.637230 | lrm: 0.87 | dt: 5150.93ms | tok/sec: 203,570 | bf16_mfu: 49.15 | epoch: 1 pq: 57 rg: 4 | total time: 207.84m | eta: 267.2m
step 02443/05568 (43.88%) | loss: 2.635750 | lrm: 0.87 | dt: 5122.01ms | tok/sec: 204,719 | bf16_mfu: 49.42 | epoch: 1 pq: 57 rg: 6 | total time: 207.93m | eta: 267.1m
step 02444/05568 (43.89%) | loss: 2.639125 | lrm: 0.87 | dt: 5143.30ms | tok/sec: 203,872 | bf16_mfu: 49.22 | epoch: 1 pq: 57 rg: 8 | total time: 208.01m | eta: 267.0m
step 02445/05568 (43.91%) | loss: 2.641666 | lrm: 0.87 | dt: 5117.26ms | tok/sec: 204,909 | bf16_mfu: 49.47 | epoch: 1 pq: 57 rg: 10 | total time: 208.10m | eta: 266.9m
step 02446/05568 (43.93%) | loss: 2.622780 | lrm: 0.87 | dt: 5117.54ms | tok/sec: 204,898 | bf16_mfu: 49.47 | epoch: 1 pq: 57 rg: 12 | total time: 208.18m | eta: 266.8m
step 02447/05568 (43.95%) | loss: 2.598072 | lrm: 0.87 | dt: 5128.27ms | tok/sec: 204,469 | bf16_mfu: 49.36 | epoch: 1 pq: 57 rg: 14 | total time: 208.27m | eta: 266.7m
step 02448/05568 (43.97%) | loss: 2.599632 | lrm: 0.87 | dt: 5154.83ms | tok/sec: 203,416 | bf16_mfu: 49.11 | epoch: 1 pq: 57 rg: 16 | total time: 208.35m | eta: 266.6m
step 02449/05568 (43.98%) | loss: 2.616991 | lrm: 0.87 | dt: 5134.79ms | tok/sec: 204,210 | bf16_mfu: 49.30 | epoch: 1 pq: 57 rg: 18 | total time: 208.44m | eta: 266.6m
step 02450/05568 (44.00%) | loss: 2.609521 | lrm: 0.87 | dt: 5135.11ms | tok/sec: 204,197 | bf16_mfu: 49.30 | epoch: 1 pq: 57 rg: 20 | total time: 208.53m | eta: 266.5m
step 02451/05568 (44.02%) | loss: 2.625840 | lrm: 0.87 | dt: 5141.44ms | tok/sec: 203,946 | bf16_mfu: 49.24 | epoch: 1 pq: 57 rg: 22 | total time: 208.61m | eta: 266.4m
step 02452/05568 (44.04%) | loss: 2.635784 | lrm: 0.87 | dt: 5140.75ms | tok/sec: 203,973 | bf16_mfu: 49.24 | epoch: 1 pq: 57 rg: 24 | total time: 208.70m | eta: 266.3m
step 02453/05568 (44.06%) | loss: 2.627621 | lrm: 0.87 | dt: 5166.52ms | tok/sec: 202,956 | bf16_mfu: 49.00 | epoch: 1 pq: 57 rg: 26 | total time: 208.78m | eta: 266.2m
step 02454/05568 (44.07%) | loss: 2.625645 | lrm: 0.87 | dt: 5142.66ms | tok/sec: 203,897 | bf16_mfu: 49.22 | epoch: 1 pq: 57 rg: 28 | total time: 208.87m | eta: 266.1m
step 02455/05568 (44.09%) | loss: 2.634073 | lrm: 0.87 | dt: 5144.98ms | tok/sec: 203,805 | bf16_mfu: 49.20 | epoch: 1 pq: 57 rg: 30 | total time: 208.95m | eta: 266.0m
step 02456/05568 (44.11%) | loss: 2.630511 | lrm: 0.87 | dt: 5182.62ms | tok/sec: 202,325 | bf16_mfu: 48.84 | epoch: 1 pq: 57 rg: 32 | total time: 209.04m | eta: 266.0m
step 02457/05568 (44.13%) | loss: 2.638958 | lrm: 0.87 | dt: 5119.69ms | tok/sec: 204,812 | bf16_mfu: 49.45 | epoch: 1 pq: 57 rg: 34 | total time: 209.13m | eta: 265.9m
step 02458/05568 (44.15%) | loss: 2.637731 | lrm: 0.87 | dt: 5119.98ms | tok/sec: 204,800 | bf16_mfu: 49.44 | epoch: 1 pq: 57 rg: 36 | total time: 209.21m | eta: 265.8m
step 02459/05568 (44.16%) | loss: 2.630762 | lrm: 0.87 | dt: 5110.52ms | tok/sec: 205,180 | bf16_mfu: 49.53 | epoch: 1 pq: 57 rg: 38 | total time: 209.30m | eta: 265.7m
step 02460/05568 (44.18%) | loss: 2.644025 | lrm: 0.87 | dt: 5137.20ms | tok/sec: 204,114 | bf16_mfu: 49.28 | epoch: 1 pq: 57 rg: 40 | total time: 209.38m | eta: 265.6m
step 02461/05568 (44.20%) | loss: 2.652093 | lrm: 0.87 | dt: 5136.03ms | tok/sec: 204,160 | bf16_mfu: 49.29 | epoch: 1 pq: 57 rg: 42 | total time: 209.47m | eta: 265.5m
step 02462/05568 (44.22%) | loss: 2.660000 | lrm: 0.87 | dt: 5140.27ms | tok/sec: 203,992 | bf16_mfu: 49.25 | epoch: 1 pq: 57 rg: 44 | total time: 209.55m | eta: 265.4m
step 02463/05568 (44.23%) | loss: 2.665235 | lrm: 0.87 | dt: 5141.06ms | tok/sec: 203,961 | bf16_mfu: 49.24 | epoch: 1 pq: 57 rg: 46 | total time: 209.64m | eta: 265.4m
step 02464/05568 (44.25%) | loss: 2.654255 | lrm: 0.86 | dt: 5133.03ms | tok/sec: 204,279 | bf16_mfu: 49.32 | epoch: 1 pq: 57 rg: 46 | total time: 209.73m | eta: 265.3m
step 02465/05568 (44.27%) | loss: 2.636341 | lrm: 0.86 | dt: 5186.91ms | tok/sec: 202,158 | bf16_mfu: 48.80 | epoch: 1 pq: 57 rg: 48 | total time: 209.81m | eta: 265.2m
step 02466/05568 (44.29%) | loss: 2.644484 | lrm: 0.86 | dt: 5121.46ms | tok/sec: 204,741 | bf16_mfu: 49.43 | epoch: 1 pq: 57 rg: 52 | total time: 209.90m | eta: 265.1m
step 02467/05568 (44.31%) | loss: 2.646947 | lrm: 0.86 | dt: 5110.83ms | tok/sec: 205,167 | bf16_mfu: 49.53 | epoch: 1 pq: 57 rg: 52 | total time: 209.98m | eta: 265.0m
step 02468/05568 (44.32%) | loss: 2.644711 | lrm: 0.86 | dt: 5145.74ms | tok/sec: 203,775 | bf16_mfu: 49.19 | epoch: 1 pq: 57 rg: 54 | total time: 210.07m | eta: 264.9m
step 02469/05568 (44.34%) | loss: 2.649816 | lrm: 0.86 | dt: 5107.72ms | tok/sec: 205,292 | bf16_mfu: 49.56 | epoch: 1 pq: 57 rg: 56 | total time: 210.15m | eta: 264.8m
step 02470/05568 (44.36%) | loss: 2.645261 | lrm: 0.86 | dt: 5140.03ms | tok/sec: 204,001 | bf16_mfu: 49.25 | epoch: 1 pq: 57 rg: 58 | total time: 210.24m | eta: 264.8m
step 02471/05568 (44.38%) | loss: 2.644994 | lrm: 0.86 | dt: 5124.62ms | tok/sec: 204,615 | bf16_mfu: 49.40 | epoch: 1 pq: 57 rg: 60 | total time: 210.32m | eta: 264.7m
step 02472/05568 (44.40%) | loss: 2.635708 | lrm: 0.86 | dt: 5128.47ms | tok/sec: 204,461 | bf16_mfu: 49.36 | epoch: 1 pq: 57 rg: 62 | total time: 210.41m | eta: 264.6m
step 02473/05568 (44.41%) | loss: 2.622846 | lrm: 0.86 | dt: 5192.05ms | tok/sec: 201,958 | bf16_mfu: 48.76 | epoch: 1 pq: 57 rg: 64 | total time: 210.50m | eta: 264.5m
step 02474/05568 (44.43%) | loss: 2.650739 | lrm: 0.86 | dt: 5145.94ms | tok/sec: 203,767 | bf16_mfu: 49.19 | epoch: 1 pq: 57 rg: 66 | total time: 210.58m | eta: 264.4m
step 02475/05568 (44.45%) | loss: 2.658630 | lrm: 0.86 | dt: 5125.14ms | tok/sec: 204,594 | bf16_mfu: 49.39 | epoch: 1 pq: 57 rg: 68 | total time: 210.67m | eta: 264.3m
step 02476/05568 (44.47%) | loss: 2.649263 | lrm: 0.86 | dt: 5138.19ms | tok/sec: 204,075 | bf16_mfu: 49.27 | epoch: 1 pq: 57 rg: 70 | total time: 210.75m | eta: 264.3m
step 02477/05568 (44.49%) | loss: 2.619523 | lrm: 0.86 | dt: 5137.68ms | tok/sec: 204,095 | bf16_mfu: 49.27 | epoch: 1 pq: 57 rg: 72 | total time: 210.84m | eta: 264.2m
step 02478/05568 (44.50%) | loss: 2.618333 | lrm: 0.86 | dt: 5178.11ms | tok/sec: 202,501 | bf16_mfu: 48.89 | epoch: 1 pq: 57 rg: 74 | total time: 210.92m | eta: 264.1m
step 02479/05568 (44.52%) | loss: 2.620153 | lrm: 0.86 | dt: 5134.03ms | tok/sec: 204,240 | bf16_mfu: 49.31 | epoch: 1 pq: 57 rg: 76 | total time: 211.01m | eta: 264.0m
step 02480/05568 (44.54%) | loss: 2.608679 | lrm: 0.86 | dt: 5179.04ms | tok/sec: 202,465 | bf16_mfu: 48.88 | epoch: 1 pq: 57 rg: 78 | total time: 211.10m | eta: 263.9m
step 02481/05568 (44.56%) | loss: 2.606318 | lrm: 0.86 | dt: 5200.59ms | tok/sec: 201,626 | bf16_mfu: 48.68 | epoch: 1 pq: 57 rg: 80 | total time: 211.18m | eta: 263.8m
step 02482/05568 (44.58%) | loss: 2.611439 | lrm: 0.86 | dt: 5108.00ms | tok/sec: 205,281 | bf16_mfu: 49.56 | epoch: 1 pq: 58 rg: 0 | total time: 211.27m | eta: 263.7m
step 02483/05568 (44.59%) | loss: 2.624877 | lrm: 0.86 | dt: 5089.39ms | tok/sec: 206,031 | bf16_mfu: 49.74 | epoch: 1 pq: 58 rg: 2 | total time: 211.35m | eta: 263.7m
step 02484/05568 (44.61%) | loss: 2.621587 | lrm: 0.86 | dt: 5087.54ms | tok/sec: 206,106 | bf16_mfu: 49.76 | epoch: 1 pq: 58 rg: 4 | total time: 211.44m | eta: 263.6m
step 02485/05568 (44.63%) | loss: 2.615662 | lrm: 0.86 | dt: 5135.58ms | tok/sec: 204,178 | bf16_mfu: 49.29 | epoch: 1 pq: 58 rg: 6 | total time: 211.52m | eta: 263.5m
step 02486/05568 (44.65%) | loss: 2.606655 | lrm: 0.86 | dt: 5126.90ms | tok/sec: 204,524 | bf16_mfu: 49.38 | epoch: 1 pq: 58 rg: 8 | total time: 211.61m | eta: 263.4m
step 02487/05568 (44.67%) | loss: 2.609045 | lrm: 0.86 | dt: 5118.00ms | tok/sec: 204,880 | bf16_mfu: 49.46 | epoch: 1 pq: 58 rg: 10 | total time: 211.69m | eta: 263.3m
step 02488/05568 (44.68%) | loss: 2.617423 | lrm: 0.86 | dt: 5122.84ms | tok/sec: 204,686 | bf16_mfu: 49.41 | epoch: 1 pq: 58 rg: 12 | total time: 211.78m | eta: 263.2m
step 02489/05568 (44.70%) | loss: 2.599572 | lrm: 0.86 | dt: 5129.94ms | tok/sec: 204,403 | bf16_mfu: 49.35 | epoch: 1 pq: 58 rg: 14 | total time: 211.87m | eta: 263.1m
step 02490/05568 (44.72%) | loss: 2.579843 | lrm: 0.86 | dt: 5111.78ms | tok/sec: 205,129 | bf16_mfu: 49.52 | epoch: 1 pq: 58 rg: 16 | total time: 211.95m | eta: 263.1m
step 02491/05568 (44.74%) | loss: 2.582609 | lrm: 0.86 | dt: 5124.68ms | tok/sec: 204,613 | bf16_mfu: 49.40 | epoch: 1 pq: 58 rg: 18 | total time: 212.04m | eta: 263.0m
step 02492/05568 (44.76%) | loss: 2.594125 | lrm: 0.86 | dt: 5167.93ms | tok/sec: 202,900 | bf16_mfu: 48.98 | epoch: 1 pq: 58 rg: 18 | total time: 212.12m | eta: 262.9m
step 02493/05568 (44.77%) | loss: 2.603980 | lrm: 0.86 | dt: 5124.86ms | tok/sec: 204,605 | bf16_mfu: 49.40 | epoch: 1 pq: 58 rg: 20 | total time: 212.21m | eta: 262.8m
step 02494/05568 (44.79%) | loss: 2.608754 | lrm: 0.86 | dt: 5118.19ms | tok/sec: 204,872 | bf16_mfu: 49.46 | epoch: 1 pq: 58 rg: 22 | total time: 212.29m | eta: 262.7m
step 02495/05568 (44.81%) | loss: 2.620804 | lrm: 0.86 | dt: 5194.16ms | tok/sec: 201,875 | bf16_mfu: 48.74 | epoch: 1 pq: 58 rg: 24 | total time: 212.38m | eta: 262.6m
step 02496/05568 (44.83%) | loss: 2.626200 | lrm: 0.86 | dt: 5140.59ms | tok/sec: 203,979 | bf16_mfu: 49.24 | epoch: 1 pq: 58 rg: 26 | total time: 212.47m | eta: 262.5m
step 02497/05568 (44.85%) | loss: 2.625964 | lrm: 0.86 | dt: 5166.60ms | tok/sec: 202,952 | bf16_mfu: 49.00 | epoch: 1 pq: 58 rg: 28 | total time: 212.55m | eta: 262.5m
step 02498/05568 (44.86%) | loss: 2.620408 | lrm: 0.86 | dt: 5151.71ms | tok/sec: 203,539 | bf16_mfu: 49.14 | epoch: 1 pq: 58 rg: 30 | total time: 212.64m | eta: 262.4m
step 02499/05568 (44.88%) | loss: 2.616183 | lrm: 0.86 | dt: 5102.31ms | tok/sec: 205,510 | bf16_mfu: 49.61 | epoch: 1 pq: 58 rg: 32 | total time: 212.72m | eta: 262.3m
Step 02500 | Validation bpb: 0.791755
step 02500/05568 (44.90%) | loss: 2.630733 | lrm: 0.86 | dt: 5092.84ms | tok/sec: 205,892 | bf16_mfu: 49.71 | epoch: 1 pq: 58 rg: 34 | total time: 212.81m | eta: 262.2m
step 02501/05568 (44.92%) | loss: 2.640178 | lrm: 0.86 | dt: 5142.12ms | tok/sec: 203,918 | bf16_mfu: 49.23 | epoch: 1 pq: 58 rg: 36 | total time: 212.89m | eta: 262.1m
step 02502/05568 (44.94%) | loss: 2.636539 | lrm: 0.85 | dt: 5134.83ms | tok/sec: 204,208 | bf16_mfu: 49.30 | epoch: 1 pq: 58 rg: 38 | total time: 212.98m | eta: 262.0m
