---------------------------------------
Begin Slurm Prolog: Apr-27-2026 11:34:48
Job ID:    5064230
User ID:   pzolotarev3
Account:   coc
Job name:  nanochat-stage2c
Partition: ice-gpu
QOS:       coc-ice
---------------------------------------
=== Stage 2c: Pretraining (chunk 3 / auto-resume) ===
Base dir: /home/hice1/pzolotarev3/scratch/nanochat
Started: Mon Apr 27 11:34:48 EDT 2026
Resuming from step 4800

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 90 (bf16 supported))
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 24,
  "n_head": 12,
  "n_kv_head": 12,
  "n_embd": 1536,
  "window_pattern": "SSSL",
  "use_xsa": false,
  "xsa_alpha": 1.0,
  "xsa_layer_indices": null
}
Resuming optimization from step 4800
Parameter counts:
wte                     : 50,331,648
value_embeds            : 603,979,776
lm_head                 : 50,331,648
transformer_matrices    : 679,478,976
scalars                 : 74
total                   : 1,384,122,122
Estimated FLOPs per token: 4.775225e+09
Auto-computed optimal batch size: 1,048,576 tokens
Scaling LRs by 1.4142 for batch size 1,048,576 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.059738 for depth 24
Scaling the LR for the AdamW parameters ∝1/√(1536/768) = 0.707107
Calculated number of iterations from target data:param ratio: 5,568
Total number of training tokens: 5,838,471,168
Tokens : Scaling params ratio: 8.00
Total training FLOPs estimate: 2.788002e+19
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 65,536
Total batch size 1,048,576 => gradient accumulation steps: 16
step 04800/05568 (86.21%) | loss: 2.389135 | lrm: 0.25 | dt: 101053.03ms | tok/sec: 10,376 | bf16_mfu: 2.51 | epoch: 1 pq: 111 rg: 78 | total time: 413.12m | eta: 66.2m
step 04813/05568 (86.44%) | loss: 2.399957 | lrm: 0.25 | dt: 5058.56ms | tok/sec: 207,287 | bf16_mfu: 50.04 | epoch: 1 pq: 112 rg: 22 | total time: 414.21m | eta: 65.1m
step 04814/05568 (86.46%) | loss: 2.403229 | lrm: 0.25 | dt: 5057.55ms | tok/sec: 207,328 | bf16_mfu: 50.05 | epoch: 1 pq: 112 rg: 24 | total time: 414.30m | eta: 65.0m
step 04815/05568 (86.48%) | loss: 2.396061 | lrm: 0.25 | dt: 5052.33ms | tok/sec: 207,543 | bf16_mfu: 50.10 | epoch: 1 pq: 112 rg: 26 | total time: 414.38m | eta: 64.9m
step 04816/05568 (86.49%) | loss: 2.394163 | lrm: 0.25 | dt: 5053.03ms | tok/sec: 207,514 | bf16_mfu: 50.10 | epoch: 1 pq: 112 rg: 28 | total time: 414.47m | eta: 64.9m
step 04817/05568 (86.51%) | loss: 2.385342 | lrm: 0.25 | dt: 5053.78ms | tok/sec: 207,483 | bf16_mfu: 50.09 | epoch: 1 pq: 112 rg: 30 | total time: 414.55m | eta: 64.8m
step 04818/05568 (86.53%) | loss: 2.388272 | lrm: 0.25 | dt: 5049.19ms | tok/sec: 207,672 | bf16_mfu: 50.14 | epoch: 1 pq: 112 rg: 32 | total time: 414.63m | eta: 64.7m
step 04819/05568 (86.55%) | loss: 2.407011 | lrm: 0.25 | dt: 5044.98ms | tok/sec: 207,845 | bf16_mfu: 50.18 | epoch: 1 pq: 112 rg: 34 | total time: 414.72m | eta: 64.6m
step 04820/05568 (86.57%) | loss: 2.418285 | lrm: 0.25 | dt: 5052.86ms | tok/sec: 207,521 | bf16_mfu: 50.10 | epoch: 1 pq: 112 rg: 36 | total time: 414.80m | eta: 64.5m
step 04821/05568 (86.58%) | loss: 2.426565 | lrm: 0.25 | dt: 5052.50ms | tok/sec: 207,535 | bf16_mfu: 50.10 | epoch: 1 pq: 112 rg: 38 | total time: 414.89m | eta: 64.4m
step 04822/05568 (86.60%) | loss: 2.432542 | lrm: 0.25 | dt: 5045.88ms | tok/sec: 207,808 | bf16_mfu: 50.17 | epoch: 1 pq: 112 rg: 40 | total time: 414.97m | eta: 64.3m
step 04823/05568 (86.62%) | loss: 2.439168 | lrm: 0.25 | dt: 5047.68ms | tok/sec: 207,734 | bf16_mfu: 50.15 | epoch: 1 pq: 112 rg: 42 | total time: 415.06m | eta: 64.2m
step 04824/05568 (86.64%) | loss: 2.430251 | lrm: 0.25 | dt: 5054.96ms | tok/sec: 207,434 | bf16_mfu: 50.08 | epoch: 1 pq: 112 rg: 46 | total time: 415.14m | eta: 64.2m
step 04825/05568 (86.66%) | loss: 2.428415 | lrm: 0.25 | dt: 5062.30ms | tok/sec: 207,134 | bf16_mfu: 50.01 | epoch: 1 pq: 112 rg: 48 | total time: 415.22m | eta: 64.1m
step 04826/05568 (86.67%) | loss: 2.432635 | lrm: 0.24 | dt: 5057.37ms | tok/sec: 207,336 | bf16_mfu: 50.05 | epoch: 1 pq: 112 rg: 50 | total time: 415.31m | eta: 64.0m
step 04827/05568 (86.69%) | loss: 2.423668 | lrm: 0.24 | dt: 5046.32ms | tok/sec: 207,790 | bf16_mfu: 50.16 | epoch: 1 pq: 112 rg: 52 | total time: 415.39m | eta: 63.9m
step 04828/05568 (86.71%) | loss: 2.403455 | lrm: 0.24 | dt: 5055.27ms | tok/sec: 207,422 | bf16_mfu: 50.08 | epoch: 1 pq: 112 rg: 54 | total time: 415.48m | eta: 63.8m
step 04829/05568 (86.73%) | loss: 2.395354 | lrm: 0.24 | dt: 5055.82ms | tok/sec: 207,399 | bf16_mfu: 50.07 | epoch: 1 pq: 112 rg: 56 | total time: 415.56m | eta: 63.7m
step 04830/05568 (86.75%) | loss: 2.388714 | lrm: 0.24 | dt: 5052.47ms | tok/sec: 207,537 | bf16_mfu: 50.10 | epoch: 1 pq: 112 rg: 58 | total time: 415.64m | eta: 63.6m
step 04831/05568 (86.76%) | loss: 2.387711 | lrm: 0.24 | dt: 5048.71ms | tok/sec: 207,691 | bf16_mfu: 50.14 | epoch: 1 pq: 112 rg: 60 | total time: 415.73m | eta: 63.6m
step 04832/05568 (86.78%) | loss: 2.390140 | lrm: 0.24 | dt: 5056.03ms | tok/sec: 207,391 | bf16_mfu: 50.07 | epoch: 1 pq: 112 rg: 62 | total time: 415.81m | eta: 63.5m
step 04833/05568 (86.80%) | loss: 2.381286 | lrm: 0.24 | dt: 5057.19ms | tok/sec: 207,343 | bf16_mfu: 50.06 | epoch: 1 pq: 112 rg: 64 | total time: 415.90m | eta: 63.4m
step 04834/05568 (86.82%) | loss: 2.375027 | lrm: 0.24 | dt: 5063.00ms | tok/sec: 207,105 | bf16_mfu: 50.00 | epoch: 1 pq: 112 rg: 66 | total time: 415.98m | eta: 63.3m
step 04835/05568 (86.84%) | loss: 2.380401 | lrm: 0.24 | dt: 5054.08ms | tok/sec: 207,471 | bf16_mfu: 50.09 | epoch: 1 pq: 112 rg: 68 | total time: 416.07m | eta: 63.2m
step 04836/05568 (86.85%) | loss: 2.375013 | lrm: 0.24 | dt: 5056.78ms | tok/sec: 207,360 | bf16_mfu: 50.06 | epoch: 1 pq: 112 rg: 70 | total time: 416.15m | eta: 63.1m
step 04837/05568 (86.87%) | loss: 2.378445 | lrm: 0.24 | dt: 5063.05ms | tok/sec: 207,103 | bf16_mfu: 50.00 | epoch: 1 pq: 112 rg: 72 | total time: 416.23m | eta: 63.0m
step 04838/05568 (86.89%) | loss: 2.394577 | lrm: 0.24 | dt: 5058.06ms | tok/sec: 207,307 | bf16_mfu: 50.05 | epoch: 1 pq: 112 rg: 72 | total time: 416.32m | eta: 62.9m
step 04839/05568 (86.91%) | loss: 2.394093 | lrm: 0.24 | dt: 5063.16ms | tok/sec: 207,099 | bf16_mfu: 50.00 | epoch: 1 pq: 112 rg: 74 | total time: 416.40m | eta: 62.9m
step 04840/05568 (86.93%) | loss: 2.409716 | lrm: 0.24 | dt: 5058.01ms | tok/sec: 207,309 | bf16_mfu: 50.05 | epoch: 1 pq: 112 rg: 76 | total time: 416.49m | eta: 62.8m
step 04841/05568 (86.94%) | loss: 2.410146 | lrm: 0.24 | dt: 5056.39ms | tok/sec: 207,376 | bf16_mfu: 50.06 | epoch: 1 pq: 112 rg: 78 | total time: 416.57m | eta: 62.7m
step 04842/05568 (86.96%) | loss: 2.410041 | lrm: 0.24 | dt: 5063.04ms | tok/sec: 207,103 | bf16_mfu: 50.00 | epoch: 1 pq: 112 rg: 80 | total time: 416.66m | eta: 62.6m
step 04843/05568 (86.98%) | loss: 2.400783 | lrm: 0.24 | dt: 5061.50ms | tok/sec: 207,167 | bf16_mfu: 50.01 | epoch: 1 pq: 112 rg: 82 | total time: 416.74m | eta: 62.5m
step 04844/05568 (87.00%) | loss: 2.403787 | lrm: 0.24 | dt: 5058.93ms | tok/sec: 207,272 | bf16_mfu: 50.04 | epoch: 1 pq: 113 rg: 0 | total time: 416.83m | eta: 62.4m
step 04845/05568 (87.02%) | loss: 2.417588 | lrm: 0.24 | dt: 5055.52ms | tok/sec: 207,412 | bf16_mfu: 50.07 | epoch: 1 pq: 113 rg: 2 | total time: 416.91m | eta: 62.3m
step 04846/05568 (87.03%) | loss: 2.409060 | lrm: 0.24 | dt: 5063.18ms | tok/sec: 207,098 | bf16_mfu: 50.00 | epoch: 1 pq: 113 rg: 4 | total time: 416.99m | eta: 62.3m
step 04847/05568 (87.05%) | loss: 2.383764 | lrm: 0.24 | dt: 5050.67ms | tok/sec: 207,611 | bf16_mfu: 50.12 | epoch: 1 pq: 113 rg: 6 | total time: 417.08m | eta: 62.2m
step 04848/05568 (87.07%) | loss: 2.379084 | lrm: 0.24 | dt: 5048.54ms | tok/sec: 207,698 | bf16_mfu: 50.14 | epoch: 1 pq: 113 rg: 8 | total time: 417.16m | eta: 62.1m
step 04849/05568 (87.09%) | loss: 2.392861 | lrm: 0.24 | dt: 5054.13ms | tok/sec: 207,469 | bf16_mfu: 50.09 | epoch: 1 pq: 113 rg: 10 | total time: 417.25m | eta: 62.0m
step 04850/05568 (87.10%) | loss: 2.387936 | lrm: 0.24 | dt: 5064.15ms | tok/sec: 207,058 | bf16_mfu: 49.99 | epoch: 1 pq: 113 rg: 12 | total time: 417.33m | eta: 61.9m
step 04851/05568 (87.12%) | loss: 2.381889 | lrm: 0.24 | dt: 5053.85ms | tok/sec: 207,480 | bf16_mfu: 50.09 | epoch: 1 pq: 113 rg: 14 | total time: 417.42m | eta: 61.8m
step 04852/05568 (87.14%) | loss: 2.391935 | lrm: 0.24 | dt: 5045.43ms | tok/sec: 207,826 | bf16_mfu: 50.17 | epoch: 1 pq: 113 rg: 16 | total time: 417.50m | eta: 61.7m
step 04853/05568 (87.16%) | loss: 2.390194 | lrm: 0.24 | dt: 5049.94ms | tok/sec: 207,641 | bf16_mfu: 50.13 | epoch: 1 pq: 113 rg: 18 | total time: 417.58m | eta: 61.7m
step 04854/05568 (87.18%) | loss: 2.385349 | lrm: 0.24 | dt: 5049.44ms | tok/sec: 207,661 | bf16_mfu: 50.13 | epoch: 1 pq: 113 rg: 20 | total time: 417.67m | eta: 61.6m
step 04855/05568 (87.19%) | loss: 2.399871 | lrm: 0.24 | dt: 5056.24ms | tok/sec: 207,382 | bf16_mfu: 50.07 | epoch: 1 pq: 113 rg: 22 | total time: 417.75m | eta: 61.5m
step 04856/05568 (87.21%) | loss: 2.406081 | lrm: 0.24 | dt: 5049.47ms | tok/sec: 207,660 | bf16_mfu: 50.13 | epoch: 1 pq: 113 rg: 24 | total time: 417.84m | eta: 61.4m
step 04857/05568 (87.23%) | loss: 2.394105 | lrm: 0.24 | dt: 5044.53ms | tok/sec: 207,863 | bf16_mfu: 50.18 | epoch: 1 pq: 113 rg: 26 | total time: 417.92m | eta: 61.3m
step 04858/05568 (87.25%) | loss: 2.378114 | lrm: 0.24 | dt: 5046.11ms | tok/sec: 207,798 | bf16_mfu: 50.17 | epoch: 1 pq: 113 rg: 28 | total time: 418.00m | eta: 61.2m
step 04859/05568 (87.27%) | loss: 2.372440 | lrm: 0.24 | dt: 5060.03ms | tok/sec: 207,227 | bf16_mfu: 50.03 | epoch: 1 pq: 113 rg: 30 | total time: 418.09m | eta: 61.1m
step 04860/05568 (87.28%) | loss: 2.378587 | lrm: 0.24 | dt: 5061.54ms | tok/sec: 207,165 | bf16_mfu: 50.01 | epoch: 1 pq: 113 rg: 32 | total time: 418.17m | eta: 61.0m
step 04861/05568 (87.30%) | loss: 2.374389 | lrm: 0.24 | dt: 5058.85ms | tok/sec: 207,275 | bf16_mfu: 50.04 | epoch: 1 pq: 113 rg: 34 | total time: 418.26m | eta: 61.0m
step 04862/05568 (87.32%) | loss: 2.372155 | lrm: 0.24 | dt: 5046.65ms | tok/sec: 207,776 | bf16_mfu: 50.16 | epoch: 1 pq: 113 rg: 36 | total time: 418.34m | eta: 60.9m
step 04863/05568 (87.34%) | loss: 2.355249 | lrm: 0.24 | dt: 5051.54ms | tok/sec: 207,575 | bf16_mfu: 50.11 | epoch: 1 pq: 113 rg: 38 | total time: 418.43m | eta: 60.8m
step 04864/05568 (87.36%) | loss: 2.346019 | lrm: 0.23 | dt: 5054.50ms | tok/sec: 207,453 | bf16_mfu: 50.08 | epoch: 1 pq: 113 rg: 40 | total time: 418.51m | eta: 60.7m
step 04865/05568 (87.37%) | loss: 2.350660 | lrm: 0.23 | dt: 5056.10ms | tok/sec: 207,388 | bf16_mfu: 50.07 | epoch: 1 pq: 113 rg: 42 | total time: 418.59m | eta: 60.6m
step 04866/05568 (87.39%) | loss: 2.361067 | lrm: 0.23 | dt: 5056.23ms | tok/sec: 207,383 | bf16_mfu: 50.07 | epoch: 1 pq: 113 rg: 44 | total time: 418.68m | eta: 60.5m
step 04867/05568 (87.41%) | loss: 2.351588 | lrm: 0.23 | dt: 5055.61ms | tok/sec: 207,408 | bf16_mfu: 50.07 | epoch: 1 pq: 113 rg: 44 | total time: 418.76m | eta: 60.4m
step 04868/05568 (87.43%) | loss: 2.364339 | lrm: 0.23 | dt: 5057.66ms | tok/sec: 207,324 | bf16_mfu: 50.05 | epoch: 1 pq: 113 rg: 46 | total time: 418.85m | eta: 60.4m
step 04869/05568 (87.45%) | loss: 2.373937 | lrm: 0.23 | dt: 5054.15ms | tok/sec: 207,468 | bf16_mfu: 50.09 | epoch: 1 pq: 113 rg: 48 | total time: 418.93m | eta: 60.3m
step 04870/05568 (87.46%) | loss: 2.374265 | lrm: 0.23 | dt: 5045.38ms | tok/sec: 207,828 | bf16_mfu: 50.17 | epoch: 1 pq: 113 rg: 50 | total time: 419.02m | eta: 60.2m
step 04871/05568 (87.48%) | loss: 2.377301 | lrm: 0.23 | dt: 5058.35ms | tok/sec: 207,296 | bf16_mfu: 50.04 | epoch: 1 pq: 113 rg: 52 | total time: 419.10m | eta: 60.1m
step 04872/05568 (87.50%) | loss: 2.384227 | lrm: 0.23 | dt: 5063.17ms | tok/sec: 207,098 | bf16_mfu: 50.00 | epoch: 1 pq: 113 rg: 54 | total time: 419.18m | eta: 60.0m
step 04873/05568 (87.52%) | loss: 2.397520 | lrm: 0.23 | dt: 5061.93ms | tok/sec: 207,149 | bf16_mfu: 50.01 | epoch: 1 pq: 113 rg: 56 | total time: 419.27m | eta: 59.9m
step 04874/05568 (87.54%) | loss: 2.399892 | lrm: 0.23 | dt: 5063.88ms | tok/sec: 207,069 | bf16_mfu: 49.99 | epoch: 1 pq: 113 rg: 58 | total time: 419.35m | eta: 59.8m
step 04875/05568 (87.55%) | loss: 2.402919 | lrm: 0.23 | dt: 5049.83ms | tok/sec: 207,645 | bf16_mfu: 50.13 | epoch: 1 pq: 113 rg: 60 | total time: 419.44m | eta: 59.7m
step 04876/05568 (87.57%) | loss: 2.410343 | lrm: 0.23 | dt: 5060.37ms | tok/sec: 207,213 | bf16_mfu: 50.02 | epoch: 1 pq: 113 rg: 62 | total time: 419.52m | eta: 59.7m
step 04877/05568 (87.59%) | loss: 2.411783 | lrm: 0.23 | dt: 5051.55ms | tok/sec: 207,575 | bf16_mfu: 50.11 | epoch: 1 pq: 113 rg: 64 | total time: 419.61m | eta: 59.6m
step 04878/05568 (87.61%) | loss: 2.417781 | lrm: 0.23 | dt: 5051.77ms | tok/sec: 207,566 | bf16_mfu: 50.11 | epoch: 1 pq: 113 rg: 66 | total time: 419.69m | eta: 59.5m
step 04879/05568 (87.63%) | loss: 2.418143 | lrm: 0.23 | dt: 5058.41ms | tok/sec: 207,293 | bf16_mfu: 50.04 | epoch: 1 pq: 113 rg: 68 | total time: 419.77m | eta: 59.4m
step 04880/05568 (87.64%) | loss: 2.384167 | lrm: 0.23 | dt: 5054.55ms | tok/sec: 207,451 | bf16_mfu: 50.08 | epoch: 1 pq: 113 rg: 70 | total time: 419.86m | eta: 59.3m
step 04881/05568 (87.66%) | loss: 2.385575 | lrm: 0.23 | dt: 5058.50ms | tok/sec: 207,290 | bf16_mfu: 50.04 | epoch: 1 pq: 113 rg: 72 | total time: 419.94m | eta: 59.2m
step 04882/05568 (87.68%) | loss: 2.380672 | lrm: 0.23 | dt: 5061.71ms | tok/sec: 207,158 | bf16_mfu: 50.01 | epoch: 1 pq: 113 rg: 74 | total time: 420.03m | eta: 59.1m
step 04883/05568 (87.70%) | loss: 2.382023 | lrm: 0.23 | dt: 5055.54ms | tok/sec: 207,411 | bf16_mfu: 50.07 | epoch: 1 pq: 113 rg: 76 | total time: 420.11m | eta: 59.1m
step 04884/05568 (87.72%) | loss: 2.389687 | lrm: 0.23 | dt: 5053.64ms | tok/sec: 207,489 | bf16_mfu: 50.09 | epoch: 1 pq: 113 rg: 78 | total time: 420.20m | eta: 59.0m
step 04885/05568 (87.73%) | loss: 2.388579 | lrm: 0.23 | dt: 5061.72ms | tok/sec: 207,157 | bf16_mfu: 50.01 | epoch: 1 pq: 113 rg: 80 | total time: 420.28m | eta: 58.9m
step 04886/05568 (87.75%) | loss: 2.387352 | lrm: 0.23 | dt: 5057.09ms | tok/sec: 207,347 | bf16_mfu: 50.06 | epoch: 1 pq: 113 rg: 82 | total time: 420.36m | eta: 58.8m
step 04887/05568 (87.77%) | loss: 2.373771 | lrm: 0.23 | dt: 5065.36ms | tok/sec: 207,009 | bf16_mfu: 49.98 | epoch: 1 pq: 114 rg: 0 | total time: 420.45m | eta: 58.7m
step 04888/05568 (87.79%) | loss: 2.379586 | lrm: 0.23 | dt: 5049.74ms | tok/sec: 207,649 | bf16_mfu: 50.13 | epoch: 1 pq: 114 rg: 2 | total time: 420.53m | eta: 58.6m
step 04889/05568 (87.81%) | loss: 2.388364 | lrm: 0.23 | dt: 5062.15ms | tok/sec: 207,140 | bf16_mfu: 50.01 | epoch: 1 pq: 114 rg: 4 | total time: 420.62m | eta: 58.5m
step 04890/05568 (87.82%) | loss: 2.365411 | lrm: 0.23 | dt: 5061.22ms | tok/sec: 207,178 | bf16_mfu: 50.02 | epoch: 1 pq: 114 rg: 6 | total time: 420.70m | eta: 58.4m
step 04891/05568 (87.84%) | loss: 2.371325 | lrm: 0.23 | dt: 5061.09ms | tok/sec: 207,183 | bf16_mfu: 50.02 | epoch: 1 pq: 114 rg: 8 | total time: 420.79m | eta: 58.4m
step 04892/05568 (87.86%) | loss: 2.388368 | lrm: 0.23 | dt: 5055.46ms | tok/sec: 207,414 | bf16_mfu: 50.07 | epoch: 1 pq: 114 rg: 10 | total time: 420.87m | eta: 58.3m
step 04893/05568 (87.88%) | loss: 2.379861 | lrm: 0.23 | dt: 5064.16ms | tok/sec: 207,058 | bf16_mfu: 49.99 | epoch: 1 pq: 114 rg: 12 | total time: 420.95m | eta: 58.2m
step 04894/05568 (87.90%) | loss: 2.389905 | lrm: 0.23 | dt: 5057.62ms | tok/sec: 207,325 | bf16_mfu: 50.05 | epoch: 1 pq: 114 rg: 14 | total time: 421.04m | eta: 58.1m
step 04895/05568 (87.91%) | loss: 2.384851 | lrm: 0.23 | dt: 5054.36ms | tok/sec: 207,459 | bf16_mfu: 50.08 | epoch: 1 pq: 114 rg: 16 | total time: 421.12m | eta: 58.0m
step 04896/05568 (87.93%) | loss: 2.391170 | lrm: 0.23 | dt: 5053.73ms | tok/sec: 207,485 | bf16_mfu: 50.09 | epoch: 1 pq: 114 rg: 18 | total time: 421.21m | eta: 57.9m
step 04897/05568 (87.95%) | loss: 2.403389 | lrm: 0.23 | dt: 5052.99ms | tok/sec: 207,516 | bf16_mfu: 50.10 | epoch: 1 pq: 114 rg: 20 | total time: 421.29m | eta: 57.8m
step 04898/05568 (87.97%) | loss: 2.414810 | lrm: 0.23 | dt: 5058.66ms | tok/sec: 207,283 | bf16_mfu: 50.04 | epoch: 1 pq: 114 rg: 22 | total time: 421.38m | eta: 57.8m
step 04899/05568 (87.98%) | loss: 2.404021 | lrm: 0.23 | dt: 5061.05ms | tok/sec: 207,185 | bf16_mfu: 50.02 | epoch: 1 pq: 114 rg: 24 | total time: 421.46m | eta: 57.7m
step 04900/05568 (88.00%) | loss: 2.399390 | lrm: 0.23 | dt: 5059.05ms | tok/sec: 207,267 | bf16_mfu: 50.04 | epoch: 1 pq: 114 rg: 26 | total time: 421.54m | eta: 57.6m
step 04901/05568 (88.02%) | loss: 2.401978 | lrm: 0.23 | dt: 5053.90ms | tok/sec: 207,478 | bf16_mfu: 50.09 | epoch: 1 pq: 114 rg: 26 | total time: 421.63m | eta: 57.5m
step 04902/05568 (88.04%) | loss: 2.396712 | lrm: 0.22 | dt: 5058.85ms | tok/sec: 207,275 | bf16_mfu: 50.04 | epoch: 1 pq: 114 rg: 28 | total time: 421.71m | eta: 57.4m
